"Time (EpMin)","x (km)","y (km)","z (km)","vx (km/min)","vy (km/min)","vz (km/min)"
3966.00000,9820.758627,-19099.263537,1491.849972,138.705740,54.861818,-210.728477
3967.00000,9958.754824,-19043.029591,1281.019266,137.283345,57.604726,-210.927881
3968.00000,10095.318736,-18984.056847,1070.004322,135.841207,60.339349,-211.096949
3969.00000,10230.430725,-18922.353786,858.835489,134.379531,63.065294,-211.235657
3970.00000,10364.071356,-18857.929282,647.543136,132.898529,65.782169,-211.343984
3971.00000,10496.221411,-18790.792602,436.157653,131.398413,68.489583,-211.421916
3972.00000,10626.861883,-18720.953400,224.709440,129.879399,71.187147,-211.469440
3973.00000,10755.973982,-18648.421721,13.228910,128.341706,73.874472,-211.486551
3974.00000,10883.539141,-18573.207997,-198.253523,126.785554,76.551173,-211.473245
3975.00000,11009.539012,-18495.323045,-409.707442,125.211168,79.216864,-211.429525
3976.00000,11133.955474,-18414.778067,-621.102437,123.618774,81.871162,-211.355397
3977.00000,11256.770633,-18331.584647,-832.408104,122.008600,84.513685,-211.250872
3978.00000,11377.966826,-18245.754749,-1043.594053,120.380880,87.144053,-211.115964
3979.00000,11497.526621,-18157.300718,-1254.629911,118.735846,89.761888,-210.950693
3980.00000,11615.432825,-18066.235276,-1465.485325,117.073735,92.366813,-210.755082
3981.00000,11731.668478,-17972.571520,-1676.129972,115.394786,94.958454,-210.529161
3982.00000,11846.216865,-17876.322920,-1886.533554,113.699241,97.536438,-210.272961
3983.00000,11959.061510,-17777.503320,-2096.665813,111.987344,100.100394,-209.986519
3984.00000,12070.186184,-17676.126931,-2306.496525,110.259341,102.649954,-209.669877
3985.00000,12179.574905,-17572.208333,-2515.995514,108.515479,105.184750,-209.323079
3986.00000,12287.211940,-17465.762474,-2725.132648,106.756011,107.704418,-208.946176
3987.00000,12393.081810,-17356.804660,-2933.877849,104.981190,110.208596,-208.539223
3988.00000,12497.169287,-17245.350564,-3142.201096,103.191269,112.696924,-208.102277
3989.00000,12599.459401,-17131.416215,-3350.072426,101.386508,115.169044,-207.635401
3990.00000,12699.937442,-17015.017999,-3557.461944,99.567165,117.624599,-207.138663
3991.00000,12798.588957,-16896.172656,-3764.339821,97.733502,120.063238,-206.612134
3992.00000,12895.399760,-16774.897279,-3970.676306,95.885783,122.484609,-206.055889
3993.00000,12990.355926,-16651.209310,-4176.441722,94.024273,124.888364,-205.470010
3994.00000,13083.443798,-16525.126538,-4381.606475,92.149241,127.274158,-204.854579
3995.00000,13174.649989,-16396.667096,-4586.141059,90.260955,129.641646,-204.209686
