"Duration (min)","From Object","To Object"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
142.858,"From Sensor Sensor15","To Sensor Sensor22"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
142.858,"From Sensor Sensor15","To Sensor Sensor22"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
142.858,"From Sensor Sensor15","To Sensor Sensor22"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
142.858,"From Sensor Sensor15","To Sensor Sensor22"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
142.858,"From Sensor Sensor15","To Sensor Sensor22"
142.857,"From Sensor Sensor15","To Sensor Sensor22"
121.668,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
134.187,"From Sensor Sensor15","To Sensor Sensor23"
7.834,"From Sensor Sensor15","To Sensor Sensor23"
108.881,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
174.104,"From Sensor Sensor15","To Sensor Sensor24"
174.103,"From Sensor Sensor15","To Sensor Sensor24"
60.537,"From Sensor Sensor15","To Sensor Sensor24"
8640.000,"From Sensor Sensor15","To Sensor Sensor25"
190.652,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
206.666,"From Sensor Sensor15","To Sensor Sensor26"
11.329,"From Sensor Sensor15","To Sensor Sensor26"
151.479,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
193.811,"From Sensor Sensor15","To Sensor Sensor27"
37.646,"From Sensor Sensor15","To Sensor Sensor27"
8640.000,"From Sensor Sensor15","To Sensor Sensor28"
8640.000,"From Sensor Sensor15","To Sensor Sensor31"
42.328,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
193.809,"From Sensor Sensor15","To Sensor Sensor32"
146.795,"From Sensor Sensor15","To Sensor Sensor32"
16.013,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
206.669,"From Sensor Sensor15","To Sensor Sensor33"
185.970,"From Sensor Sensor15","To Sensor Sensor33"
8640.000,"From Sensor Sensor15","To Sensor Sensor34"
65.220,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
174.101,"From Sensor Sensor15","To Sensor Sensor35"
104.196,"From Sensor Sensor15","To Sensor Sensor35"
12.518,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
134.187,"From Sensor Sensor15","To Sensor Sensor36"
116.983,"From Sensor Sensor15","To Sensor Sensor36"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
142.859,"From Sensor Sensor15","To Sensor Sensor37"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
200.984,"From Sensor Sensor15","To Sensor Sensor38"
8640.000,"From Sensor Sensor16","To Sensor Sensor11"
8640.000,"From Sensor Sensor16","To Sensor Sensor13"
8640.000,"From Sensor Sensor16","To Sensor Sensor14"
8640.000,"From Sensor Sensor16","To Sensor Sensor18"
8640.000,"From Sensor Sensor16","To Sensor Sensor21"
155.065,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.981,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
200.980,"From Sensor Sensor16","To Sensor Sensor22"
41.230,"From Sensor Sensor16","To Sensor Sensor22"
93.258,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.858,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.858,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.858,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
142.857,"From Sensor Sensor16","To Sensor Sensor23"
44.914,"From Sensor Sensor16","To Sensor Sensor23"
56.178,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
134.187,"From Sensor Sensor16","To Sensor Sensor24"
73.324,"From Sensor Sensor16","To Sensor Sensor24"
43.391,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
174.104,"From Sensor Sensor16","To Sensor Sensor25"
174.103,"From Sensor Sensor16","To Sensor Sensor25"
126.027,"From Sensor Sensor16","To Sensor Sensor25"
8640.000,"From Sensor Sensor16","To Sensor Sensor26"
